buick_gnx_87,3577,36,31080,1987,14851,63,0,0,0,0,False,False,False
c12_03,3578,36,175880,2003,15107,64,0,0,0,0,False,False,False
silverado_sst_02,3579,36,0,2002,1795,7,3,1,0,0,False,True,False
camaro_ss_69,3580,36,60000,1969,1795,7,0,0,0,0,False,True,False
xsara_vtr_03,3581,36,21850,2003,2310,9,0,0,0,0,False,False,False
viper_srt10_03,3583,36,84880,2003,2819,11,0,16,0,0,False,False,False
eagle_talon_esi_97,3584,36,15740,1997,15619,66,0,0,0,0,False,False,False
carlton_90,3585,36,81490,1990,5124,20,0,0,0,0,False,False,False
elan_s1_62,3586,36,57710,1962,5124,20,0,17,0,1,False,True,False
e55_amg_02,3587,36,105330,2002,5893,22,0,0,0,0,False,False,True
_190e_evo2_91,3588,36,67910,1991,5893,22,0,0,0,0,False,True,False
cougar_xr7_67,3589,36,47280,1967,15875,67,0,1,0,0,False,True,False
tf160_03,3590,36,38860,2003,6148,23,0,16,0,1,False,False,False
_205_t16_rally_85,3591,36,1250000,1985,7686,32,1,1,0,0,True,True,False
_205_t16_85,3592,36,78400,1985,7686,32,0,1,0,0,False,False,False
pontiac_gto_57_coupe_04,3593,36,34490,2004,12291,52,0,0,0,0,False,False,False
btr_86,3594,36,112480,1986,8453,35,0,0,0,0,False,False,False
spitfire_1500_74,3595,36,17200,1974,16132,68,0,2,0,0,False,False,False
tamora_02,3596,36,70940,2002,10244,44,0,16,0,1,False,False,False
voltz_s_2wd_02,3598,36,17880,2002,9986,43,0,0,0,0,False,False,False
runx_z_aero_tourer_02,3599,36,20080,2002,9986,43,0,0,0,0,False,False,False
wedssport_celica_03,3600,36,500000,2003,9986,43,1,0,0,0,True,True,False
pajero_evo_sp_03,3602,36,1250000,2003,6402,25,1,1,0,0,False,True,False
_166_25v6_24v_s_98,3603,36,58710,1998,775,3,0,0,0,0,False,False,False
c3_16_02,3604,36,18130,2002,2310,9,0,0,0,0,False,False,False
copen_detachabletop_02,3605,36,14980,2002,2562,10,0,16,0,0,False,False,False
civic_1500_25i_3d_83,3606,36,11890,1983,3842,15,0,0,0,0,False,False,False
life_step_van_72,3607,36,8800,1972,3842,15,0,1,0,0,False,False,False
element_03,3608,36,25900,2003,3842,15,0,0,0,0,False,False,False
beat_f_92,3609,36,13880,1992,3842,15,0,16,0,1,False,False,False
beat_z_93,3610,36,14500,1993,3842,15,0,16,0,1,False,False,False
e_type_coupe_61,3611,36,50930,1961,4356,17,0,1,0,0,False,True,False
rx8_typee_03,3612,36,27500,2003,5634,21,0,0,0,0,False,False,False
ctr_87,3614,36,236630,1987,8453,35,0,1,0,0,False,True,False
lapin_turbo_4wd_02,3615,36,12400,2002,9218,39,0,0,0,0,False,False,False
caldina_gt_four_02,3616,36,27100,2002,9986,43,0,0,0,0,False,False,False
_2000_gt_67,3617,36,160000,1967,9986,43,0,0,0,0,False,False,False
lupo_14_02,3618,36,15490,2002,10757,46,0,0,0,0,False,False,False
s60_t5_sport_03,3619,36,35580,2003,16396,69,0,0,0,0,False,False,False
_240sx_180_us_96,3621,36,24980,1996,6658,28,0,0,0,0,False,False,False
_206_wrc_exxon_99,3622,36,750000,1999,7686,32,1,0,0,0,True,True,False
protege_sport20_02,3632,36,18980,2002,5634,21,0,0,0,0,False,False,False
acura_hsc_04,3633,36,0,2004,514,2,3,1,0,0,False,False,False
mazda_323f_r_93,3636,36,19920,1993,5634,21,0,0,0,0,False,False,False
miata_us_89,3643,36,17000,1989,5634,21,0,16,0,1,False,False,False
miata_j_lim_91,3644,36,19000,1991,5634,21,0,16,0,1,False,False,False
miata_j_lim2_93,3648,36,20300,1993,5634,21,0,16,0,1,False,False,False
miata_sr_lim_97,3652,36,18980,1997,5634,21,0,16,0,1,False,False,False
miata_18rs_98,3654,36,22950,1998,5634,21,0,16,0,1,False,False,False
miata_rs_00,3655,36,23280,2000,5634,21,0,16,0,1,False,False,False
_240sx_silvia_us_96,3657,36,25950,1996,6658,28,0,0,0,0,False,False,False
s2000_typev_us_00,3658,36,35600,2000,3842,15,0,16,0,1,False,False,False
_110s_68,3665,36,68800,1968,5634,21,0,1,0,0,False,False,False
giulia_sprint_s_63,3666,36,62040,1963,775,3,0,1,0,0,False,True,False
quattro_82,3667,36,90360,1982,1285,5,0,0,0,0,False,False,False
m3_04,3668,36,74560,2004,1541,6,0,0,0,0,False,False,False
m_coupe_98,3669,36,78900,1998,1541,6,0,0,0,0,False,False,False
z4_30i_03,3670,36,75610,2003,1541,6,0,16,0,1,False,False,False
charger_440_rt_70,3672,36,75500,1970,2819,11,0,0,0,0,False,False,False
mustang_gt_05,3673,36,25950,2005,3331,13,0,0,0,0,False,False,False
gathers_civic_98,3675,36,450000,1998,3842,15,1,0,0,0,True,True,False
s800_rsc_68,3676,36,250000,1968,3842,15,1,1,0,0,True,True,False
interceptor_mk3_74,3677,36,84700,1974,16900,71,0,1,0,0,False,True,False
mini_marcos_gt_70,3678,36,25500,1970,17156,72,0,1,0,0,False,True,False
mgf_vvc_97,3679,36,40810,1997,6148,23,0,18,0,1,False,False,False
roadrunner_superbird_70,3680,36,42440,1970,13059,55,0,1,0,0,False,True,False
megane_20_16v_02,3681,36,26390,2003,8198,34,0,0,0,0,False,False,False
acura_cl_types_03,3684,36,32420,2003,514,2,0,0,0,0,False,False,False
acura_rsx_s_04,3685,36,24740,2004,514,2,0,0,0,0,False,False,False
spider_duetto_66,3686,36,35300,1966,775,3,0,16,0,1,False,True,False
a310_1600ve_73,3687,36,33000,1973,6,86,0,1,0,0,False,False,False
_330i_05,3689,36,48040,2005,1541,6,0,0,0,0,False,False,False
camaro_irocz_88,3691,36,0,1988,1795,7,3,1,0,0,False,True,False
cizeta_v16t_94,3692,36,636660,1994,17671,75,0,1,0,0,False,True,False
move_custom_rs_lim_4wd_02,3693,36,15720,2002,2562,10,0,0,0,0,False,False,False
charger_superbee_426_hemi_71,3694,36,80000,1971,2819,11,0,1,0,0,False,False,False
rs200_84,3695,36,74220,1984,3331,13,0,0,0,0,False,False,False
rs200_rally_85,3696,36,1250000,1985,3331,13,1,1,0,0,True,True,False
civic_1500_cx_3d_79,3697,36,9570,1979,3842,15,0,0,0,0,False,False,False
mugen_motul_civic_87,3698,36,450000,1987,3842,15,1,1,0,0,True,True,False
civic_sir2_91,3699,36,16200,1991,3842,15,0,0,0,0,False,False,False
civic_sir2_92,3700,36,16200,1992,3842,15,0,0,0,0,False,False,False
civic_sir2_95,3701,36,16980,1995,3842,15,0,0,0,0,False,False,False
delsol_sir_92,3702,36,17100,1992,3842,15,0,16,0,0,False,False,False
integra_r_95,3703,36,22280,1995,3842,15,0,0,0,0,False,False,False
integra_r_99,3704,36,25160,1999,3842,15,0,0,0,0,False,False,False
s2000_typev_03,3705,36,37000,2003,3842,15,0,16,0,1,False,False,False
s500_63,3706,36,62500,1963,3842,15,0,17,0,1,False,True,False
s600_64,3707,36,60000,1964,3842,15,0,17,0,1,False,True,False
bellett_1600_gtr_69,3708,36,42000,1969,13314,56,0,1,0,0,False,True,False
az1_92,3709,36,14980,1992,5634,21,0,0,0,0,False,False,False
rx8_03,3711,36,24000,2003,5634,21,0,0,0,0,False,False,False
galant_vr4_89,3713,36,27810,1989,6402,25,0,0,0,0,False,False,False
galant_gto_mr_70,3714,36,21800,1970,6402,25,0,0,0,0,False,False,False
lancer_ex_1800gsr_ic_turbo_83,3715,36,26790,1983,6402,25,0,0,0,0,False,False,False
lancer_evo6_tommi_rs_00,3716,36,25980,2000,6402,25,0,0,0,0,False,False,False
lancer_evo8_rs_03,3717,36,31600,2003,6402,25,0,0,0,0,False,False,False
minica_dungun_zz_89,3718,36,10180,1989,6402,25,0,0,0,0,False,False,False
mirage_1400glx_78,3719,36,9220,1978,6402,25,0,0,0,0,False,False,False
pajero_parisdakar_rally_85,3720,36,1250000,1985,6402,25,1,1,0,0,True,True,False
fairlady_2000_68,3721,36,55000,1968,6658,28,0,17,0,1,False,True,False
fairlady_z_280zl_2s_78,3722,36,38000,1978,6658,28,0,0,0,0,False,False,False
fairlady_z_300zx_83,3723,36,32000,1983,6658,28,0,0,0,0,False,False,False
motul_pitwork_z_04,3725,36,1350000,2004,6658,28,1,0,0,0,True,True,False
pao_89,3726,36,15400,1989,6658,28,0,0,0,0,False,False,False
silvia_65,3727,36,45000,1965,6658,28,0,1,0,0,False,True,False
silvia_240rs_83,3728,36,72200,1983,6658,28,0,1,0,0,False,False,False
skyline_1500dx_63,3729,36,36800,1963,6658,28,0,1,0,0,False,True,False
skyline_350gt8_02,3730,36,36600,2002,6658,28,0,0,0,0,False,False,False
r34_skyline_gtr_99,3731,36,49980,1999,6658,28,0,0,0,0,False,False,False
r34_skyline_gtr_00,3732,36,50480,2000,6658,28,0,0,0,0,False,False,False
r34_skyline_gtr_sc_mp2_99,3734,36,49980,1999,6658,28,0,0,0,0,False,False,False
r34_skyline_gtr_sc_mp3_00,3735,36,51480,2000,6658,28,0,0,0,0,False,False,False
r33_skyline_gtr_v_95,3736,36,52900,1995,6658,28,0,0,0,0,False,False,False
r33_skyline_gtr_v_96,3737,36,53300,1996,6658,28,0,0,0,0,False,False,False
r34_skyline_v2_n1_00,3738,36,60980,2000,6658,28,0,0,0,0,False,False,False
r34_skyline_gtr_v_n1_99,3739,36,59980,1999,6658,28,0,0,0,0,False,False,False
skyline_sport_coupe_60,3740,36,320000,1962,6658,28,0,0,0,0,False,True,False
stagea_25t_rs_fours_98,3741,36,32600,1998,6658,28,0,0,0,0,False,False,False
stagea_260rs_autech_98,3742,36,45000,1998,6658,28,0,0,0,0,False,False,False
avantime_30_v6_bvm6_02,3744,36,52570,2002,8198,34,0,2,0,0,False,False,False
gt350_r_65,3746,36,106110,1965,8707,36,0,1,0,0,False,True,False
series1_sc_03,3747,36,184630,2003,8707,36,0,16,0,0,False,False,False
impreza_wrx_sti2_95,3748,36,27480,1995,8962,38,0,0,0,0,False,False,False
impreza_wrx_sti3_96,3749,36,28850,1996,8962,38,0,0,0,0,False,False,False
impreza_wrx_sti4_97,3750,36,28990,1997,8962,38,0,0,0,0,False,False,False
impreza_wrx_sti5_98,3751,36,29190,1998,8962,38,0,0,0,0,False,False,False
wagon_r_rr_98,3752,36,12820,1998,9218,39,0,0,0,0,False,False,False
minolta_toyota_88cv_89,3753,36,3500000,1989,9986,43,1,1,0,0,True,True,False
starlet_granza_v_97,3754,36,14300,1997,9986,43,0,0,0,0,False,False,False
toyota7_70,3755,36,1150000,1970,9986,43,1,1,0,0,True,True,False
vitz_f_99,3756,36,9800,1999,9986,43,0,0,0,0,False,False,False
_240_glt_estate_88,3757,36,15920,1988,16396,69,0,0,0,0,False,False,False
gt_one_race_exxon_99,3759,36,4500000,1999,9986,43,1,2,0,0,True,True,False
acura_dnx_02,3764,36,0,2002,514,2,3,1,0,0,False,False,False
acura_integra_typer_01,3765,36,25940,2001,514,2,0,0,0,0,False,False,False
prowler_02,3767,36,47430,2002,2051,8,0,1,0,2,True,False,False
xantia_30i_v6_exclusive_00,3769,36,30370,2000,2310,9,0,0,0,0,False,False,False
move_cx_2wd_95,3770,36,10690,1995,2562,10,0,0,0,0,False,False,False
viper_gts_99,3771,36,78000,1999,2819,11,0,0,0,0,False,False,False
escort_wrc_98,3772,36,750000,1998,3331,13,1,0,0,0,True,True,False
crx_sir_90,3773,36,15470,1990,3842,15,0,0,0,0,False,False,False
xj220_gt_race_92,3775,36,1500000,2001,4356,17,1,0,0,0,False,True,False
delta_hf_integrale_wrc_92,3776,36,750000,1992,4615,18,1,1,0,0,True,True,False
elise_190_98,3777,36,65270,1998,5124,20,0,16,0,0,False,False,False
europa_special_71,3778,36,38470,1971,5124,20,0,1,0,0,False,False,False
motersport_elise_99,3779,36,97180,1999,5124,20,0,0,0,0,False,False,False
legnum_vr4_v_98,3780,36,28500,1998,6402,25,0,0,0,0,False,False,False
nismo400r_96,3781,36,120000,1996,6658,27,2,1,0,0,False,False,False
bluebird_ht_1800sss_79,3782,36,12680,1979,6658,28,0,0,0,0,False,False,False
bluebird_1600sss_rally_69,3783,36,150000,1969,6658,28,1,1,0,0,True,True,False
exa_canopy_las_88,3784,36,14810,1988,6658,28,0,0,0,0,False,True,False
r34_gtr_v_gtcolor_01,3785,36,150000,2001,6658,28,2,0,0,0,False,True,False
micra_12c_5d_03,3787,36,10950,2003,6658,28,0,0,0,0,False,False,False
r32_gtr_v2_94,3788,36,52900,1994,6658,28,0,0,0,0,False,False,False
_106_s16_03,3789,36,18810,2003,7686,32,0,0,0,0,False,False,False
_406_coupe_30_98,3790,36,45000,1998,7686,32,0,0,0,0,False,False,False
ctr2_96,3792,36,297110,1996,8453,35,0,0,0,0,False,True,False
impreza_wg_sti_00,3793,36,29980,2000,8962,38,0,0,0,0,False,False,False
cappuccino_91,3794,36,14580,1991,9218,39,0,16,0,0,False,False,False
celica_gt_four_98,3795,36,33020,1998,9986,43,0,0,0,0,False,False,False
celica_wrc_95,3796,36,750000,1995,9986,43,1,1,0,0,True,True,False
corolla_wrc_98,3797,36,750000,1998,9986,43,1,0,0,0,True,True,False
mr2_glimited_97,3798,36,23600,1997,9986,43,0,0,0,0,False,False,False
supra_25gt_ttr_90,3799,36,32740,1990,9986,43,0,0,0,0,False,False,False
griffith_500_94,3800,36,58730,1994,10244,44,0,16,0,1,False,False,False
karmann_ghia_type1_1500_68,3801,36,21200,1968,10757,46,0,1,0,0,False,True,False
polo_gti_5d_01,3803,36,26720,2001,10757,46,0,0,0,0,False,False,False
miata_vr_lim_95,3806,36,20800,1995,5634,21,0,16,0,1,False,False,False
miata_vspl2_93,3807,36,24000,1993,5634,21,0,16,0,1,False,False,False
a160_98,3810,36,33020,1998,5893,22,0,0,0,0,False,False,False
slk230_komp_98,3811,36,42130,1998,5893,22,0,16,0,1,False,False,True
impreza_wrx_sti6_99,3812,36,29190,1999,8962,38,0,0,0,0,False,False,False
vanquish_04,3813,36,238750,2004,1028,4,0,0,0,0,False,False,False
lancer_evo8_mr_gsr_04,3814,36,33980,2004,6402,25,0,0,0,0,False,False,False
ginetta_g4_64,3815,36,48000,1964,13828,58,0,1,0,0,False,True,False
s2000_us_04,3816,36,35000,2004,3842,15,0,16,0,1,False,False,False
megane_20_ide_00,3817,36,26600,2000,8198,34,0,0,0,0,False,False,False
corvette_z06_race_63,3819,36,500000,1963,1795,7,1,0,0,0,False,True,False
_156_25v6_98,3820,36,40230,1998,775,3,0,0,0,0,False,False,False
v8_vantage_99,3821,36,448000,1999,1028,4,0,0,0,0,False,False,True
s4_98,3822,36,71220,1998,1285,5,0,0,0,0,False,False,False
escudo_pikespeak_98,3823,36,1250000,1998,9218,39,1,1,0,0,True,True,False
carina_ed_20x_4ws_89,3824,36,17350,1989,9986,43,0,0,0,0,False,False,False
trueno_gt_apex_83,3825,36,15360,1983,9986,43,0,0,0,0,False,False,False
celica_gtr_4ws_91,3826,36,22100,1991,9986,43,0,0,0,0,False,False,False
m3_csl_03,3827,36,113610,2003,1541,6,0,0,0,0,False,False,False
_307_xsi_04,3828,36,27940,2004,7686,32,0,0,0,0,False,False,False
v8s_91,3829,36,59400,1991,10244,44,0,16,0,0,False,False,False
sl500_98,3830,36,168090,1998,5893,22,0,16,0,0,False,False,False
buick_special_62,3832,36,58000,1962,14851,63,2,0,0,0,False,True,False
corvette_coupe_63,3833,36,84890,1963,1795,7,0,0,0,0,True,True,False
move_srxx_4wd_97,3834,36,12590,1997,2562,10,0,0,0,0,False,False,False
hks_d1_silvia_04,3835,36,200000,2004,6658,76,2,0,0,0,True,True,False
civic_r_97,3836,36,19980,1997,3842,15,0,0,0,0,False,False,False
civic_r_04,3837,36,23310,2004,3842,15,0,0,0,0,False,False,False
nsx_90,3838,36,80030,1990,3842,15,0,0,0,0,False,False,False
nsx_01,3839,36,92070,2001,3842,15,0,0,0,0,False,False,False
nsx_s_97,3840,36,103570,1997,3842,15,0,0,0,0,False,False,False
nsx_s_01,3841,36,103570,2001,3842,15,0,0,0,0,False,False,False
nsx_s_zero_99,3842,36,98570,1999,3842,15,0,0,0,0,False,False,False
prelude_s_98,3843,36,24930,1998,3842,15,0,0,0,0,False,False,False
delta_hf_integrale_evo_91,3844,36,67700,1991,4615,18,0,1,0,0,False,False,False
elise_111r_04,3845,36,54410,2004,5124,20,0,16,0,0,False,False,False
esprit_v8_gt_98,3846,36,97430,1998,5124,20,0,0,0,0,False,False,False
sl600_04,3848,36,177700,2004,5893,22,0,16,0,1,False,False,False
sl65_amg_04,3849,36,190700,2004,5893,22,0,16,0,1,False,False,False
s14_silvia_ks_aero_93,3850,36,25340,1993,6658,28,0,0,0,0,False,False,False
kpgc110_skyline_gtr_73,3851,36,85000,1973,6658,28,0,1,0,0,False,False,False
kpgc10_skyline_gtr_70,3852,36,80000,1970,6658,28,0,1,0,0,False,False,False
_106_rally_03,3853,36,12630,2003,7686,32,0,0,0,0,False,False,False
spoon_integra_r_99,3854,36,75000,1999,3842,37,2,0,0,0,False,False,False
mr_wagon_sport_04,3855,36,12800,2004,9218,39,0,0,0,0,False,False,False
celica_2000gt_four_86,3856,36,29760,1986,9986,43,0,0,0,0,False,False,False
mr2_1600_g_86,3857,36,16910,1986,9986,43,0,0,0,0,False,False,False
supra_30gt_turbo_a_88,3858,36,40510,1988,9986,43,0,0,0,0,False,False,False
integra_r_03,3859,36,25900,2003,3842,15,0,0,0,0,False,False,False
_110s_67,3866,36,74000,1967,5634,21,0,0,0,0,False,False,False
vertigo_race_04,3868,36,1000000,2004,3594,14,1,0,0,0,True,True,False
s4_03,3869,36,55430,2003,1285,5,0,0,0,0,False,False,False
infiniti_g35_coupe_03,3870,36,33900,2003,11523,49,0,0,0,0,False,False,False
bora_v6_4m_01,3871,36,38910,2001,10757,46,0,0,0,0,False,False,False
mazda6_sport_23z_03,3873,36,23500,2003,5634,21,0,0,0,0,False,False,False
r34_skyline_gtr_m_nur_02,3874,36,63000,2002,6658,28,0,0,0,0,False,False,False
acura_cl_types_01,3875,36,32180,2001,514,2,0,0,0,0,False,False,False
miata_sspl1_95,3876,36,19950,1995,5634,21,0,16,0,1,False,False,False
blitz_r34_d1_04,3886,36,200000,2004,6658,74,2,0,0,0,True,True,False
_300zx_2seat_us_89,3887,36,39500,1989,6658,28,0,0,0,0,False,False,False
m5_05,3889,36,116650,2005,1541,6,0,0,0,0,False,False,False
prelude_sir_s_98,3890,36,22930,1998,3842,15,0,0,0,0,False,False,False
fairlady_z_aero_02,3902,36,55000,2002,6658,27,2,0,0,0,False,True,False
hommell_rs_berlinetta_99,3903,36,47360,1999,16646,70,0,0,0,0,False,False,False
infiniti_g20_20te_90,3908,36,22840,1990,11523,49,0,0,0,0,False,False,False
_500_l_69,3910,36,18580,1969,3079,12,0,0,0,0,False,True,False
_500_r_72,3911,36,15700,1972,3079,12,0,0,0,0,False,True,False
a4_dtm_04,3912,36,450000,2004,1285,5,1,0,0,0,True,True,False
amemiya_aspara_rx7_04,3914,36,500000,2004,5634,87,1,0,0,0,True,True,False
elise_111s_03,3915,36,51680,2003,5124,20,0,16,0,0,False,False,False
fairlady_z_st_02,3916,36,36000,2002,6658,28,0,0,0,0,False,False,False
fto_gpr_99,3917,36,21600,1999,6402,25,0,0,0,0,False,False,False
fto_gpx_94,3918,36,22870,1994,6402,25,0,0,0,0,False,False,False
fto_gpx_97,3919,36,22870,1997,6402,25,0,0,0,0,False,False,False
fto_gpx_99,3920,36,23330,1999,6402,25,0,0,0,0,False,False,False
fto_gr_94,3921,36,18870,1994,6402,25,0,0,0,0,False,False,False
fto_gr_97,3922,36,18870,1997,6402,25,0,0,0,0,False,False,False
lancer_1600gsr_rally_74,3929,36,150000,1974,6402,25,1,1,0,0,True,True,False
lemans_quattro_03,3930,36,0,2003,1285,5,3,1,0,0,True,True,False
monaro_cv8_04,3931,36,47960,2004,19464,85,0,0,0,0,False,False,False
move_srxx_2wd_97,3932,36,11590,1997,2562,10,0,0,0,0,False,False,False
nsx_93,3934,36,83070,1993,3842,15,0,0,0,0,False,False,False
nsx_95,3935,36,84570,1995,3842,15,0,0,0,0,False,False,False
nsx_97,3936,36,91070,1997,3842,15,0,0,0,0,False,False,False
nsx_99,3937,36,92070,1999,3842,15,0,0,0,0,False,False,False
nsx_s_99,3938,36,103570,1999,3842,15,0,0,0,0,False,False,False
opel_speedster_turbo_00,3939,36,49550,2000,6917,29,0,16,0,0,False,False,False
opera_s2000_04,3940,36,150000,2004,3842,79,2,0,0,0,False,True,False
r32_skyline_gtr_89,3941,36,44500,1989,6658,28,0,0,0,0,False,False,False
r32_skyline_gtr_91,3942,36,45100,1991,6658,28,0,0,0,0,False,False,False
r32_skyline_gtr_n1_91,3943,36,43050,1991,6658,28,0,0,0,0,False,False,False
r32_skyline_gtr_v_93,3944,36,52600,1993,6658,28,0,0,0,0,False,False,False
r32_skyline_gtr_v_n1_93,3945,36,50900,1993,6658,28,0,0,0,0,False,False,False
r32_skyline_gts25_s_91,3946,36,24430,1991,6658,28,0,0,0,0,False,False,False
r32_skyline_gtst_m_89,3947,36,23850,1989,6658,28,0,0,0,0,False,False,False
r33_skyline_gtr_95,3948,36,47850,1995,6658,28,0,0,0,0,False,False,False
r33_skyline_gtr_96,3949,36,48250,1996,6658,28,0,0,0,0,False,False,False
r33_skyline_gtr_97,3950,36,48850,1997,6658,28,0,0,0,0,False,False,False
r33_skyline_gtr_n1_95,3951,36,59900,1995,6658,28,0,0,0,0,False,False,False
r33_skyline_gtr_v_lm_96,3952,36,53900,1996,6658,28,0,0,0,0,False,False,False
rx7_rs_00,3953,36,38480,2000,5634,21,0,0,0,0,False,False,False
s13_silvia_qs_88,3954,36,15560,1988,6658,28,0,0,0,0,False,False,False
s13_silvia_qs_91,3955,36,16210,1991,6658,28,0,0,0,0,False,False,False
s14_silvia_qs_aero_93,3956,36,21190,1993,6658,28,0,0,0,0,False,False,False
s14_silvia_qs_aero_96,3957,36,21750,1996,6658,28,0,0,0,0,False,False,False
s15_silvia_specs_aero_99,3958,36,25600,1999,6658,28,0,0,0,0,False,False,False
skyline_2000gtb_67,3959,36,23800,1967,6658,28,0,1,0,0,False,True,False
sl600_98,3960,36,210270,1998,5893,22,0,16,0,0,False,False,False
svt_f150_lightning_03,3961,36,35050,2003,3331,13,0,0,0,0,False,True,True
tacoma_x_runner_04,3962,36,24520,2004,9986,43,0,0,0,0,False,True,False
acura_nsx_32l_04,3963,36,94440,2004,514,2,0,0,0,0,False,False,False
storia_cx_2wd_98,3964,36,10380,1998,2562,10,0,0,0,0,False,False,False
storia_cx_4wd_98,3965,36,11830,1998,2562,10,0,0,0,0,False,False,False
lancer_evo3_gsr_95,3966,36,29680,1995,6402,25,0,0,0,0,False,False,False
impreza_wrx_sti_c_04,3967,36,33920,2004,8962,38,0,0,0,0,False,False,False
altoworks_rsz_97,3968,36,12200,1997,9218,39,0,0,0,0,False,False,False
caterham_7_fb_02,3969,36,60000,2002,18180,80,0,0,0,2,True,True,False
_2cv_typea_54,3970,36,21000,1954,2310,9,0,3,0,0,False,True,False
_360_58,3971,36,36000,1958,8962,38,0,2,0,0,False,True,False
ac_427_sc_66,3972,36,423200,1966,18436,81,0,16,0,1,False,True,False
amuse_carbonr_04,3973,36,250000,2004,6658,59,2,0,0,0,False,True,False
amuse_s2000_gt1_04,3974,36,250000,2004,3842,59,2,0,0,0,False,True,False
calsonic_skyline_gtr_gpa_93,3975,36,1350000,1993,6658,28,1,1,0,0,True,True,False
corvette_zr1_90,3977,36,82000,1990,1795,7,0,0,0,0,False,False,False
db9_03,3978,36,164470,2003,1028,4,0,2,0,0,False,False,False
exp_speed8_03,3979,36,5600000,2003,18692,82,1,1,0,0,True,True,False
fpv_f6_typhoon_04,3980,36,46740,2004,17928,78,0,0,0,0,False,False,False
fpv_gt_04,3981,36,48640,2004,17928,78,0,0,0,0,False,False,False
golf_gti_05,3982,36,32750,2005,10757,46,0,0,0,0,False,False,False
golf_gti_76,3983,36,15000,1976,10757,46,0,1,0,0,False,False,False
ibiza_cupra_r_04,3984,36,24980,2004,18957,83,0,0,0,0,False,False,False
lancer_wrc_03,3985,36,1250000,2003,6402,25,1,0,0,0,False,True,False
land_range_stormer_04,3986,36,0,2004,19204,84,3,1,0,0,False,True,True
r8_race_01,3988,36,4500000,2001,1285,5,1,0,0,0,True,True,False
r92cp_92,3989,36,3500000,1992,6658,28,1,3,0,0,True,True,False
ram_1500_hemi_4cab_04,3990,36,37930,2004,2819,11,0,0,0,0,False,True,False
slr_mclaren_03,3991,36,610000,2003,5893,22,0,0,0,0,False,True,True
ss_commodore_04,3992,36,40430,2004,19464,85,0,0,0,0,False,False,False
stream_z_04,3993,36,200000,2004,6658,28,2,0,0,0,True,True,False
tt_coupe_32_03,3994,36,57740,2003,1285,5,0,0,0,0,False,False,False
_2002_turbo_73,3995,36,56800,1973,1541,6,0,1,0,0,False,False,False
_206_rc_03,3996,36,29090,2003,7686,32,0,0,0,0,False,False,False
esprit_v8_02,3997,36,116520,2002,5124,20,0,0,0,0,False,False,False
clio_sport_v6_2_03,3998,36,53720,2003,8198,34,0,0,0,0,False,False,False
focus_st170_jp_03,3999,36,32750,2003,3331,13,0,0,0,0,False,False,False
lancer_evo2_gsr_94,4000,36,28980,1994,6402,25,0,0,0,0,False,False,False
vitz_rs_turbo_02,4001,36,18880,2002,9986,43,0,2,0,0,False,False,False
rx7_rsr_97,4006,36,36250,1997,5634,21,0,0,0,0,False,False,False
patent_motor_wagen_886,4013,36,0,1886,5893,22,100,5,4,2,True,True,False
motor_carriage_886,4014,36,0,1886,5893,22,100,5,4,2,True,True,False
opera_z_04,4015,36,70000,2004,6658,79,2,0,0,0,False,True,False
primera_20v_us_01,4031,36,23900,2001,6658,28,0,0,0,0,False,False,False
sauber_mercedes_c9_89,4033,36,3500000,1989,5893,22,1,1,0,0,True,True,False
accord_coupe_us_88,4034,36,26000,1988,3842,15,0,0,0,0,False,False,False
accord_coupe_exv6_6_03,4035,36,27480,2003,3842,15,0,0,0,0,False,False,False
mazdaspeed_6_05,4036,36,0,2005,5634,21,3,1,0,0,False,False,False
rx7_gt_lim_eu_85,4037,36,16900,1985,5634,21,0,0,0,0,False,False,False
rx7_gtx_eu_90,4038,36,24860,1990,5634,21,0,0,0,0,False,False,False
rx7_a3_eu_90,4039,36,27040,1990,5634,21,0,0,0,0,False,False,False
rx7_r_eu_91,4040,36,38500,1991,5634,21,0,0,0,0,False,False,False
rx7_r_eu_93,4041,36,39100,1993,5634,21,0,0,0,0,False,False,False
rx7_rs_eu_96,4042,36,36650,1996,5634,21,0,0,0,0,False,False,False
rx7_r_s_eu_95,4043,36,38900,1995,5634,21,0,0,0,0,False,False,False
rx7_rz_eu_92,4044,36,40150,1992,5634,21,0,0,0,0,False,False,False
rx7_rz_eu_93,4045,36,43500,1993,5634,21,0,0,0,0,False,False,False
rx7_rz_eu_95,4046,36,39600,1995,5634,21,0,0,0,0,False,False,False
rx7_rz_eu_96,4047,36,39750,1996,5634,21,0,0,0,0,False,False,False
_3000gt_mr_95,4048,36,39800,1995,6402,25,0,0,0,0,False,False,False
_3000gt_mr_98,4049,36,39790,1998,6402,25,0,0,0,0,False,False,False
_3000gt_sl_95,4050,36,29910,1995,6402,25,0,0,0,0,False,False,False
_3000gt_sl_96,4051,36,29980,1996,6402,25,0,0,0,0,False,False,False
_3000gt_sl_98,4052,36,29980,1998,6402,25,0,0,0,0,False,False,False
_3000gt_vr4_us_98,4056,36,43230,1998,6402,25,0,0,0,0,False,False,False
_3000gt_vr4t_us_95,4058,36,43150,1995,6402,25,0,0,0,0,False,False,False
_3000gt_vr4t_us_96,4059,36,43230,1996,6402,25,0,0,0,0,False,False,False
acura_nsx_91,4061,36,80030,1991,514,2,0,0,0,0,False,False,False
